IUCN,IUCN Category,SPEC,Species,COU,Country,Value
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,ESP,Spain,0.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,ESP,Spain,5.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,ESP,Spain,6.0
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,ESP,Spain,0.565
ENDANGERED,Number of endangered species,MOSS,Mosses,CHL,Chile,4.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,CHL,Chile,1.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CHL,Chile,4.0
THREATENED,Total number of threatened species,MOSS,Mosses,CHL,Chile,9.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,CHL,Chile,0.975
ENDANGERED,Number of endangered species,LICHEN,Lichens,COL,Colombia,0.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,COL,Colombia,0.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,COL,Colombia,0.0
THREATENED,Total number of threatened species,LICHEN,Lichens,COL,Colombia,0.0
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,COL,Colombia,0.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CRI,Costa Rica,2012.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,CRI,Costa Rica,4.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CRI,Costa Rica,28.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CRI,Costa Rica,13.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CRI,Costa Rica,4.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CRI,Costa Rica,3.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CRI,Costa Rica,74.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CRI,Costa Rica,2.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CRI,Costa Rica,15.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,CRI,Costa Rica,106.0
THREATENED,Total number of threatened species,MOSS,Mosses,CRI,Costa Rica,2.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CRI,Costa Rica,31.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CRI,Costa Rica,5.268
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,CRI,Costa Rica,50.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,CRI,Costa Rica,6.935
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,RUS,Russia,38.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,DNK,Denmark,238.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,DNK,Denmark,452.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,DNK,Denmark,3.0
ENDANGERED,Number of endangered species,MOSS,Mosses,DNK,Denmark,13.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,DNK,Denmark,3.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,DNK,Denmark,5.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,DNK,Denmark,2.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,DNK,Denmark,33.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,DNK,Denmark,8.0
THREATENED,Total number of threatened species,MOSS,Mosses,DNK,Denmark,51.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,FRA,France,5.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,FRA,France,3.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,FRA,France,3.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,FRA,France,11.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,JPN,Japan,137.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,JPN,Japan,2.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,JPN,Japan,20.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,MEX,Mexico,1000.0
ENDANGERED,Number of endangered species,MOSS,Mosses,MEX,Mexico,0.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,MEX,Mexico,0.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,MEX,Mexico,1.0
THREATENED,Total number of threatened species,MOSS,Mosses,MEX,Mexico,2.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,ESP,Spain,1147.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,ESP,Spain,9.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,ESP,Spain,9.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,ESP,Spain,24.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,ESP,Spain,42.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,CHL,Chile,1.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CHL,Chile,1.0
THREATENED,Total number of threatened species,LICHEN,Lichens,CHL,Chile,2.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CRI,Costa Rica,1.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,ESP,Spain,3.662
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,DNK,Denmark,12.5
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,DNK,Denmark,3.361
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,DNK,Denmark,11.283
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,FRA,France,13.253
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,ISL,Iceland,5.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,MEX,Mexico,0.2
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,ESP,Spain,42969.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,ESP,Spain,0.554
TOT_KNOWN,Total number of known species,MOSS,Mosses,SWE,Sweden,1040.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,SWE,Sweden,2637.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,SWE,Sweden,38487.0
ENDANGERED,Number of endangered species,MOSS,Mosses,SWE,Sweden,56.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,SWE,Sweden,71.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,SWE,Sweden,297.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,SWE,Sweden,1.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,SWE,Sweden,11.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,SWE,Sweden,52.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,SWE,Sweden,87.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,SWE,Sweden,87.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,SWE,Sweden,85.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,SWE,Sweden,695.0
THREATENED,Total number of threatened species,MOSS,Mosses,SWE,Sweden,154.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,SWE,Sweden,1079.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,SWE,Sweden,14.808
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,SWE,Sweden,2.804
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,CHL,Chile,0.145
TOT_KNOWN,Total number of known species,MOSS,Mosses,NZL,New Zealand,1362.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,NZL,New Zealand,2026.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,NZL,New Zealand,1.468
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,NZL,New Zealand,0.79
